130	Initialiser un objet libre et renvoyer son identifiant, ou 0xFF si la réserve est pleine.
131	Initialiser les entrées précédentes et courantes, les transitions et la répétition. Appeler une fois au démarrage.
132	Initialiser le matériel sonore et l'état du pilote. Inclure d'abord les définitions des registres APU.
133	Multiplier deux valeurs Q8.8 et renvoyer un résultat Q8.8. Respecter la plage d'entrée prise en charge.
134	Sur GB, la fonction d'attente appelle ce rappel de manière coopérative. L'implémentation FC actuelle le conserve seulement ; elle ne l'appelle pas automatiquement.
135	Regrouper les composantes RGB, chacune comprise entre 0 et 31, au format 15 bits de la Game Boy Color.
136	Lire la manette et actualiser les transitions d'appui et de relâchement, normalement une fois par image du jeu.
137	Renvoyer l'objet correspondant à un identifiant valide. Vérifier NULL pour les identifiants hors limites ou inactifs.
138	Choisir une palette BG et un emplacement de couleur, puis définir les composantes RGB entre 0 et 31.
139	Choisir une palette OBJ et un emplacement de couleur, puis définir les composantes RGB entre 0 et 31.
140	Définir les coordonnées de défilement NES, notamment pour les restaurer après les transferts PPU.
141	Démarrer un effet sonore avec la priorité demandée et mémoriser la banque ROM actuellement visible.
142	Démarrer la musique à partir d'un numéro de banque et de données au format de flux du pilote.
143	Tester l'appui initial puis les répétitions à l'intervalle configuré.
144	Tester si les boutons sélectionnés par mask sont actuellement maintenus.
145	Tester si les boutons sélectionnés par mask viennent d'être enfoncés lors de cette mise à jour.
146	Tester si les boutons sélectionnés par mask ont été relâchés lors de cette mise à jour.
147	Les huit bits de poids faible contiennent les boutons actuels ; les huit bits de poids fort, les nouveaux appuis. Fournir l'état précédent pour détecter les transitions.
148	Attendre l'avancement des images piloté par la NMI. Activer la NMI avant l'appel.
149	Attendre la prochaine mise à jour d'affichage. Éviter d'attendre accidentellement deux fois dans une même image de jeu.
150	 ; la traduction des manuels n'a pas entraîné la répétition de toutes les observations historiques.
151	Un en-tête public déclare cette API, mais son corps n'a pas été retrouvé dans les sources collectées. Cela ne prouve pas qu'elle puisse être liée ou exécutée. Identifiez l'unité de compilation qui la fournit avant utilisation.
152	Une réserve d'objets
153	Annexe : index des instructions assembleur
154	Arguments, de gauche à droite :
155	Ressource
156	Données en banques
157	Script de compilation par lot
158	Bits et mémoire
159	Plateau
160	Démarrer avec la RAM sauvegardée
161	Branchements et boucles
162	Journal de compilation
163	Comptes rendus de compilation, d'exécution et d'affichage
164	Exemple d'appel — fragment à intégrer dans du code
165	Coordonnées de caméra
166	Palette CGB
167	Vérifier les exigences de la carte
168	Vérifier le respect du contrat de l'émetteur
169	Choisir un manuel
170	Cercle
171	Vérifications des arguments par le générateur de code
172	Recueillir les diagnostics Famicom
173	Recueillir les diagnostics Game Boy
174	Référence de syntaxe des commandes
175	Comparer des résultats sauvegardés
176	Comparer deux résultats de diagnostic
177	Fonction intrinsèque du compilateur
178	Dictionnaire des fonctions intrinsèques
179	Tests de non-régression du compilateur
180	Vérifications de l'édition bilingue complète
181	Programme complet de cet exemple
182	Exemples de programmes complets
183	Consultez ces en-têtes pour les macros qui ne sont pas des fonctions, les structures, les limites des tableaux, les énumérations et les alias. Ils reproduisent fidèlement les sources collectées, commentaires d'origine compris.
184	Sommaire
185	Reprendre depuis un état sauvegardé
186	Copier
187	Créer un plan de correction
188	Créer un rapport à partir d'observations sauvegardées
189	Créer un plan de nouveaux tests
190	SYSTÈME DE DÉVELOPPEMENT
191	Danmaku
192	Débogage
193	Déclaration seule ; corps non retrouvé
194	Source de la déclaration ou de l'identifiant : 
195	Décrire un mapper
196	Décrire les plans de règles par domaine
197	Syntaxe des commandes de développement
198	Parcours de diagnostic
199	Diagnostics, comparaison et nouveaux tests
200	Afficher les instructions du processeur
201	Télécharger le source
202	Télécharger ce fragment
203	Chaque entrée consigne la compilation, une exécution de 120 images dans l'émulateur et sa capture d'écran. Les comparaisons de pixels constituent des éléments distincts. Un code de sortie nul ne prouve pas à lui seul le bon fonctionnement des commandes, du son ou du jeu. Les compilations de publication et les tests locaux ultérieurs sont documentés dans
204	Chaque programme, les en-têtes communs, le fichier ascii.c fourni et ses ressources converties sont inclus. Les noms commençant par m_ sont des fonctions écrites pour ces manuels. Lisez chaque commande de compilation avec son résultat attendu et son compte rendu de vérification. Lancez les commandes depuis le dossier parent des dépôts voisins.
205	Vérifications de l'édition anglaise dans le navigateur
206	Évaluer les conditions d'échec de la CI
207	Exécuter une séquence d'entrées enregistrée
208	Résultat attendu : 
209	Exporter les schémas JSON
210	Exporter les ressources d'une ROM
211	Exporter la RAM brute de sauvegarde sur pile depuis un état sauvegardé
212	Programmation C pour Famicom
213	Calcul en virgule fixe
214	Indicateurs
215	Format
216	De votre première ligne à l'exécution, à l'observation et aux nouveaux tests.
217	Fonctions, tableaux, structures et pointeurs
218	Programmation C pour Game Boy
219	Structure HTML et liens
220	Vérifications historiques de l'affichage dans le navigateur
221	Implémentation retrouvée
222	Implémentation à inclure :
223	Examiner une archive de reproduction
224	Examiner un fichier d'état
225	Examiner les informations de compilation
226	Examiner la structure du disque
227	Examiner l'en-tête de la ROM
228	Instruction
229	KITAQ SERIES — MANUEL DE LA SÉRIE KITAQ
230	KITAQ SERIES • ÉDITION DE RÉFÉRENCE
231	BIBLIOTHÈQUE KITAQFC
232	BIBLIOTHÈQUE KITAQFC — MANUEL DE LA SÉRIE KITAQ
233	KITAQFC — MANUEL DE LA SÉRIE KITAQ
234	BIBLIOTHÈQUE KITAQGB
235	BIBLIOTHÈQUE KITAQGB — MANUEL DE LA SÉRIE KITAQ
236	KITAQGB — MANUEL DE LA SÉRIE KITAQ
237	KOKURA — MANUEL DE LA SÉRIE KITAQ
238	KUROSAKI — MANUEL DE LA SÉRIE KITAQ
239	Dictionnaire de l'API de bibliothèque
240	Liaison
241	Lister les règles de diagnostic
242	Lister les règles observées
243	Lister les mappers enregistrés
244	Repérer les zones où se concentre l'exécution
245	Options longues reconnues par l'analyseur
246	Macro
247	Faire correspondre les plans aux capacités des outils
248	Mesurer les améliorations et régressions par rapport à une référence
249	Mouvement et physique
250	Exécution et analyse NES et FDS
251	Bibliothèques et périphériques NES
252	Nouvel exemple de passage d'arguments
253	Normaliser le format des événements
254	Observer le comportement du mapper
255	Notes de déclaration d'origine, sans modification
256	Valeurs de pixels et comparaisons de police
257	Placer un sprite
258	Historique des positions
259	Préparez l'initialisation des objets, la taille des tampons, les banques ROM et l'état des périphériques dans le code appelant. Ce fragment de fonction n'a pas été exécuté isolément.
260	Imprimer ce volume
261	Produire des diagnostics statiques et d'exécution
262	Manuels de programmation et d'utilisation
263	Lire les commandes de la manette
264	Lire l'implémentation actuelle
265	Enregistrer une trace chronologique des événements
266	Enregistrer un rejeu de référence
267	Retrouver des fonctions, des graphes de flot de contrôle et du pseudocode
268	Résultats et captures d'écran
269	Type de retour :
270	RLE
271	Nombres pseudo-aléatoires
272	Exécuter un nombre fixe d'images
273	Exécuter, observer et enregistrer
274	Journal d'exécution
275	SARAKURA — MANUEL DE LA SÉRIE KITAQ
276	Les compilations d'exemples, les exécutions dans l'émulateur et les comparaisons aux résultats attendus sont consignées séparément.
277	Sauvegarder l'état de la machine
278	Gestion des scènes
279	Défilement
280	Rechercher dans ce volume
281	Choisir un volume
282	Aller au contenu
283	Empreintes de la copie de référence
284	Son
285	Édition source 2026-09-14 •
286	Les extraits source et les notes de déclaration d'origine sont reproduits sans modification, y compris les commentaires dans leur langue initiale. L'explication traduite précède chaque déclaration.
287	Copie des sources : 14 septembre 2026 · Édition anglaise de référence : 14 septembre 2026
288	Source : 
289	Les noms ont été extraits de Program.cs, y compris les options de compatibilité et d'investigation. Consultez l'aide et le gestionnaire correspondant pour déterminer si chaque option reçoit une valeur.
290	Structures, constantes et en-têtes complets
291	Déplacement sous-pixel
292	Résumer les événements
293	Lettres, chiffres et symboles fournis
294	Exemple de syntaxe
295	Système
296	L'aide ci-dessous a été enregistrée pour cette édition des sources. Consultez-la pour les arguments facultatifs, les valeurs par défaut et les valeurs acceptées. Remplacez les noms de fichiers illustratifs par vos propres sorties. Les réponses enregistrées des outils conservent leur texte d'origine.
297	Les comptes rendus ci-dessous concernent la copie des sources du 12 septembre. Les deux compilateurs et l'outil KUROSAKI ont été compilés à partir des sources collectées. KOKURA et SARAKURA utilisaient des exécutables locaux dont les empreintes figurent dans l'inventaire. Ces vérifications ne couvrent pas toutes les fonctions, tous les périphériques ni le matériel physique.
298	Ces syntaxes proviennent de Program.DebugTools.cs et Program.VibeTools.cs. La comparaison de ROM, la recherche de symboles et les modèles sont des sous-commandes distinctes de la compilation C ordinaire.
299	Cette syntaxe reprend le nombre d'arguments du générateur de code. Les noms tels que arg0 servent d'explication, pas de déclaration de type. Suivez l'exemple et les exigences de l'implémentation.
300	Ce tableau est extrait d'AsmInfo.cs. Il décrit les noms internes du compilateur et les formats d'opérandes. Les entrées contenant des destinations de branchement ou des adresses mémoire sont des exemples de syntaxe, pas des programmes autonomes. Consultez les conventions d'appel et la génération de code pour les registres préservés et les changements d'indicateurs.
301	Outils pour créer un jeu
302	Transférer l'état vers une ROM autorisée par un contrat de compatibilité
303	MANUEL D'UTILISATION
304	VÉRIFICATION
305	VÉRIFICATION — MANUEL DE LA SÉRIE KITAQ
306	Valider le format des diagnostics
307	Variables, calculs et conversions
308	Vérification
309	Périmètre de vérification
310	État de la vérification
311	Sommaire du volume
312	File VRAM
313	Enregistrer l'audio PCM en WAV
314	Votre premier affichage
315	ex. input / __memcpy
316	vérifications de publication
