119	配置空閒精靈槽位。使用結果前請確認是否為失敗值。
120	將佇列更新套用至 PPU，通常在安全的 NMI 區間執行。
121	變更音樂／音效驅動的暫停狀態。遊戲本身的邏輯須另外暫停。
122	提交準備好的 VRAM 更新，由 NMI 處理。
123	將整數轉成 Q8.8；整數 1 的表示值為 256。
124	從來源複製 len 個位元組到目的地。呼叫端須提供足夠空間和有效的 bank 對應。
125	初始載入等直接 PPU 更新前，先關閉繪製。
126	進行 Q8.8 除法。避免除數為零，或數值超出表示範圍。
127	取出 Q8.8 的整數部分；負數的捨入方式請查看實作。
128	以同一位元組值填滿一片區域，len 的單位為位元組。
129	取得符號所在的 bank。這與傳入任意數值位址不同。
130	初始化空閒物件並傳回 ID；物件池已滿時傳回 0xFF。
131	初始化前次、目前輸入、按鍵邊緣及重複狀態。啟動時呼叫一次。
132	初始化音訊硬體與驅動狀態。先引入 APU 暫存器定義。
133	將兩個 Q8.8 值相乘，傳回 Q8.8 結果。輸入須在支援範圍內。
134	GB 的等待函式會以協作方式呼叫此回呼。目前 FC 實作只儲存，不會自動呼叫。
135	將三個 0～31 的 RGB 分量封裝為 Game Boy Color 15 位元格式。
136	讀取控制器並更新按下、放開邊緣，通常每個遊戲影格一次。
137	傳回有效 ID 對應的物件。越界或非活動 ID 請檢查是否為 NULL。
138	選擇背景調色盤與色彩槽位，再設定 0～31 的 RGB 分量。
139	選擇 OBJ 調色盤與色彩槽位，再設定 0～31 的 RGB 分量。
140	設定 NES 捲動座標，也可用於 PPU 傳輸後還原捲動。
141	依指定優先順序開始音效，並記錄目前可見的 ROM bank。
142	依 bank 編號與驅動串流格式的樂曲資料開始播放。
143	檢查首次按下，以及依設定間隔產生的後續重複。
144	檢查 mask 選定的按鈕是否正被按住。
145	檢查 mask 選定的按鈕是否在這次更新中新按下。
146	檢查 mask 選定的按鈕是否在這次更新中放開。
147	低 8 位元保存目前按鈕，高 8 位元保存新按下的按鈕。請提供前次狀態以偵測邊緣。
148	等待 NMI 推進影格。呼叫前須啟用 NMI。
149	等待下一次顯示更新，注意不要在一個遊戲影格中誤等兩次。
150	中另外記錄。翻譯手冊時，並未重新執行全部歷史觀察。
151	公開標頭宣告了這個 API，但收集的原始碼中未找到本體。這不能證明它可連結或執行；使用前請找出提供實作的編譯單元。
152	物件池
153	附錄：組合語言指令索引
154	引數，由左至右：
155	素材
156	分頁資料
157	批次建置指令碼
158	位元運算與記憶體
159	棋盤
160	以儲存的 RAM 從開機啟動
161	分支與迴圈
162	建置日誌
163	建置、執行與畫面紀錄
164	呼叫範例：需要周邊程式碼的片段
165	鏡頭座標
166	CGB 調色盤
167	檢查電路板要求
168	檢查事件產生端契約
169	選擇手冊
170	圓形
171	程式碼產生器的引數檢查
172	收集 FC 診斷
173	收集 Game Boy 診斷
174	命令語法參考
175	比較儲存的結果
176	比較兩組診斷結果
177	編譯器內建函式
178	編譯器內建函式辭典
179	編譯器迴歸檢查
180	日英完整版本檢查
181	本範例的完整程式
182	完整範例程式
183	非函式巨集、結構、陣列上限、列舉和別名，請查看這些標頭。內容依收集的原始碼原樣呈現，也包含原始註解。
184	目錄
185	從儲存狀態繼續
186	複製
187	產生修復計畫
188	依儲存的觀察產生報告
189	產生複測計畫
190	開發系統
191	彈幕
192	除錯
193	僅有宣告，未找到本體
194	宣告或識別碼來源：
195	查看 mapper 說明
196	依領域查看規則計畫
197	開發命令語法
198	診斷工作流程
199	診斷、比較與複測
200	顯示 CPU 指令
201	下載原始碼
202	下載這個片段
203	每個項目記錄編譯、模擬器執行 120 個影格及其畫面。像素比對是獨立證據。結束碼為零，仍不足以證明輸入、聲音或遊戲行為正確。後續發布建置與工作區測試在
204	程式、共用標頭、提供的 ascii.c 與轉換素材均已附上。m_ 開頭的名稱是本手冊的輔助函式。請搭配預期結果和驗證紀錄閱讀建置命令，並從各並列儲存庫的上層目錄執行。
205	英文版瀏覽器檢查
206	判斷 CI 失敗條件
207	執行記錄的輸入序列
208	預期結果：
209	匯出 JSON 結構描述
210	從 ROM 匯出素材
211	從狀態檔匯出原始電池 RAM
212	FC C 語言程式設計
213	定點運算
214	旗標
215	格式
216	從第一行程式，到執行、觀察與複測。
217	函式、陣列、結構與指標
218	Game Boy C 語言程式設計
219	HTML 結構與連結
220	歷史瀏覽器顯示檢查
221	已找到實作
222	須加入的實作：
223	檢查重現資料包
224	檢查狀態檔
225	檢查建置資訊
226	檢查磁碟結構
227	檢查 ROM 標頭
228	指令
229	KITAQ SERIES — KITAQ 系列手冊
230	KITAQ SERIES • 參考版
231	KITAQFC 函式庫
232	KITAQFC 函式庫 — KITAQ 系列手冊
233	KITAQFC — KITAQ 系列手冊
234	KITAQGB 函式庫
235	KITAQGB 函式庫 — KITAQ 系列手冊
236	KITAQGB — KITAQ 系列手冊
237	KOKURA — KITAQ 系列手冊
238	KUROSAKI — KITAQ 系列手冊
239	函式庫 API 辭典
240	通訊
241	列出診斷規則
242	列出已觀察規則
243	列出已註冊 mapper
244	找出執行熱點
245	剖析器辨識的長選項
246	巨集
247	將計畫與工具能力配對
248	量測相對基準的改善與退步
249	運動與物理
250	NES 與 FDS 執行分析
251	NES 函式庫與裝置
252	新增引數傳遞範例
253	正規化事件格式
254	觀察 mapper 行為
255	原始宣告說明，保留原文
256	像素值與字形比對
257	放置精靈
258	位置歷史
259	呼叫端須準備物件初始化、緩衝區大小、ROM bank 及裝置狀態。本函式片段尚未單獨執行驗證。
260	列印本卷
261	產生靜態與執行時診斷
262	程式設計與使用手冊
263	讀取控制器輸入
264	查看目前實作
265	記錄依時間排序的事件追蹤
266	記錄基準重播
267	推估函式、控制流程圖與虛擬碼
268	結果與畫面擷取
269	傳回型別：
270	RLE 解碼
271	亂數
272	執行固定影格數
273	執行、觀察與記錄
274	執行日誌
275	SARAKURA — KITAQ 系列手冊
276	範例建置、模擬器執行及預期結果比對分別記錄。
277	儲存機器狀態
278	場景管理
279	捲動
280	搜尋本卷
281	選擇分卷
282	跳至本文
283	快照指紋
284	聲音
285	原始碼版本 2026-09-14 •
286	原始碼摘錄與宣告說明保留原貌，註解也維持原有語言。每項宣告之前提供中文解說。
287	原始碼快照：2026 年 9 月 14 日 · 繁體中文版：2026 年 9 月 14 日
288	來源：
289	選項名稱取自 Program.cs，包含相容和調查選項。是否接受數值，請查看說明及對應處理常式。
290	結構、常數與完整標頭
291	次像素移動
292	彙整事件
293	提供的字母、數字與符號
294	語法範例
295	系統
296	下方說明取自本原始碼版本，可查詢選用引數、預設值與允許值。請將範例輸入檔名換成自己的檔案。實際工具回應保留原文。
297	以下紀錄對應 9 月 12 日原始碼快照。兩款編譯器和 KUROSAKI CLI 從收集的原始碼建置；KOKURA 與 SARAKURA 使用清單中記錄指紋的本機執行檔。檢查未涵蓋所有功能、周邊或實體硬體。
298	這些用法取自 Program.DebugTools.cs 與 Program.VibeTools.cs。ROM 比對、符號搜尋和範本屬於獨立子命令，不同於一般 C 編譯。
299	這裡的語法記錄程式碼產生器辨識的引數個數。arg0 等名稱只是說明用預留位置，不是型別宣告；請遵循範例及實作要求。
300	此表從 AsmInfo.cs 擷取，說明編譯器內部指令名稱與運算元格式。含分支目標或記憶體位址的項目是語法範例，並非獨立程式。暫存器保留和旗標變化，請查閱呼叫慣例及程式碼產生實作。
301	建立遊戲的工具
302	依相容性契約將狀態移轉至另一 ROM
303	使用手冊
304	驗證紀錄
305	驗證紀錄 — KITAQ 系列手冊
306	驗證診斷格式
307	變數、算術與型別轉換
308	驗證
309	驗證範圍
310	驗證狀態
311	本卷目錄
312	VRAM 佇列
313	將 PCM 音訊寫入 WAV
314	第一次顯示
315	例如：input / __memcpy
316	發布檢查紀錄
